293,"OK	Membantu untuk transaksi dimanapun tp perlu ditingkatkan lagi agar dpt berjalan saat koneksi internet kurang bagus","positif"
294,"Bermanfaat","positif"
295,"Suka sekali","positif"
296,"GoodAplikasi yg memudahkan nasaba","positif"
297,"nsyaalah bisa bermanfaat ,","positif"
298,"BCAMemudahkan payment...","positif"
299,"Lumayan membantu","positif"
300,"iAplikasi ini bagus buat mamaku yang sibuk kerja ga sempet untuk pergi ke kantor BCA u Terima kasih BCA mobile..... ?????","positif"
301,"membantu bngt","positif"
302,"Sangat bagusSangat membantu,","positif"
303,"Sangat membantu untk yg bisnis online","positif"
304,"Terimakasih BCA transaksi smakin mudah","positif"
305,"Sangat membantu sekali","positif"
306,"Mudah, praktis & cepat","positif"
307,"urusan jadi lncarsemua akan trasa mudah","positif"
308,"SANGAT BAGUSsangat berguna","positif"
309,"Buat saya ini Sangat membantu, bagi yg smartphone ga suport, pake key bca aja,,!!","positif"
310,"BAGUSSangat membantu sekali","positif"
311,"CukupMemudahkan pengguna tahapan bca","positif"
312,"BCASangat membantu tuk pengecekan saldo,transfer dan kepentingan lainnya..thanks.","positif"
313,"Sangat BagusSangat Penting","positif"
314,"Simple bgt. Paling terbaik dari mobile banking lainnya :-)","positif"
315,"mantab..jd bisa lebih mudah segala nya","positif"
316,"bagus buanget dan bermanfaat, bisa transaksi kapanpun dan dimanapun","positif"
317,"Aplikasi yg bermanfaat","positif"
318,"Good,,Sangat membantu ak buat transaksi scra instan","positif"
319,"Slalu membantuDi sgala bidang perbankkan","positif"
320,"Memudahkan Transaksi Saya","positif"
321,"mantapthanks bca","positif"
322,"Mudah bertransaksi tanpa kluar rmh","positif"
323,"Tanks,,sangat mmbantu bgt","positif"
324,"Sangat bermanfat","positif"
325,"Sangat bagus buat memudahkan ngecek payrol,transfer","positif"
326,"Membantu ko...","positif"
327,"Sangat menolong kalo ada saldonya","positif"
328,"WowHebat thx","positif"
329,"Sangat membantu...","positif"
330,"SippppSangat memudahkan sy utk melakukan transaksi keuangan....","positif"
331,"PuasSangat membantu","positif"
332,"Is the bestMemudahkan sgl transaksi...","positif"
333,"Cuma satu tdk bisa liat mutasi rekening saja yg lain oke sangat membantu","positif"
334,"MantabssGampang transaksinya","positif"
335,"Tq bcaSangat membantu & bagus banget.","positif"
336,"Nyaman bertransaksi pakai BCA","positif"
337,"Tanpa bank bca daya tidak bisa transfer duit dengan cepatMakasi bank BCA","positif"
338,"Aplikasi ini sangat membantu saya untuk transfer maupun transaksi lain..oke broo.","positif"
339,"OkeeMempermudah banget","positif"
340,"SipMempermudah transaksi online","positif"
341,"Alhamdulillah, sejauh ni cukup membantu","positif"
342,"Suka sekaliSangt membantu dlm ber transaksi dll","positif"
343,"BCASangat memudahkan transaksi","positif"
344,"Thanks BCA....., lgs direspond nih, skr semua sdh normal N' transaksi semakin mudah..... sukses BCA....","positif"
345,"Mudah gunainya n jadi bisa transaksi ga perlu ke mesin atm","positif"
346,"GoodTransaksi jadi aman dan lancar","positif"
347,"AlhamdulillahSangat mudah","positif"
348,"ca okeSangat memudahkan transasi","positif"
349,"PraktisPraktis dab efisien tuk transfer ke bank selain bca","positif"
350,"Bagus lah mempermudah segala hal, cm 1 hal, knp beli pulsanya g ada yg 10rb an","positif"
351,"Membuat aktifitas perbankan kita jd mudah dimanapun berada.","positif"
352,"Mempermudah cek saldo & transfer","positif"
353,"Lebih dimudahkan dalam bertransaksi","positif"
354,"BagusJadi sangat terbantu, terima kasih.","positif"
355,"BCAThx sangat membantu dalam proses transaksi","positif"
356,"MudahSangat memudahkan pengunaan","positif"
357,"BCASangat memudahkan transaksi","positif"
358,"Sangat membantu sekaliSukses trus buat bca","positif"
359,"BCA mobileMepermudah untuk transfer or cek saldo. Dll. Jadi gak perlu antri lagi ke ATM","positif"
360,"Oke praktis bermanfaat efektif","positif"
361,"Sangat bergunaBagus sekali..serasa atm ditangan","positif"
362,"ebih efisienKita nggak hrs keluar rumah untuk melakukan transaksi","positif"
363,"Mempermudah urusan sayaTidak perlu keluar rumah utk urusan perbankan","positif"
364,"transaksi jd Praktis, mudah, ga ribet :)","positif"
365,"Selalu Mengerti apa yang kami butuhkanaplikasi yang sangat membantu di dalam transaksi dimana pun kami berada","positif"
366,"Bagus Sekali","positif"
367,"Servis TopNasabah puas dengan pelayanan ini.","positif"
368,"Mudah dan simple","positif"
369,"Lebih mudah transaksi apapun tinggal gunakan smartphone","positif"
370,"GoodUntuk tampilan simple dan stylish, mudah di akses di manapun dan kapanpun. Puas banget.","positif"
371,"Lebih mudah","positif"
372,"lancar n success selalu","positif"
373,"BagusGa usah keluar rumah cukup duduk dikursi kita dapat transaksi","positif"
374,"PraktisPraktis dan efisien utk waktu dan tenaga","positif"
375,"BagusSangat membantu ... dan lebih efisien.. alhamdulilah","positif"
376,"Mempermudah aktivitasMempermudah aktivitas","positif"
377,"Lebih praktis bertransaksi","positif"
378,"memakai aplikasix sangat membantu tidak perlu antri","positif"
379,"Menolong kaliMuantab","positif"
380,"Mempercepat urusan saya ,tdk menghabiskan banyak waktu untuk mengurus sgl kebutuhan keuangan.praktis banget ...","positif"
381,"BOLEh jugaSANGAT MEMBANTU","positif"
382,"Mantap banget woo oii","positif"
383,"MempermudahTingkatkan","positif"
384,"KerenAll transaksi ada di tanganmu","positif"
385,"Bagus sekali, sangat membantu dan aman...","positif"
386,"aplikasi yang sangat membantu di dalam transaksi dimana pun kami berada","positif"
387,"kemudahan bertransaksi ada pada gemgamanpraktis efisiensi mudah","positif"
388,"Suka bangetMudah untuk bertransaksi apapun","positif"
389,"Lebih efisienKita nggak hrs keluar rumah untuk melakukan transaksi","positif"
390,"REKOMENDED.Lebih praktis tanpa ngantri :P","positif"
391,"Ngak perlu repot-repot antri,smua jadi mudah dan cepat","positif"
392,"Bagus sekaliGak perlu repot k atm or bank","positif"
393,"Cepat dan praktis segala transaksi online ........ MANTAP.....!!!!!!!","positif"
394,"SukasekaliAplikasi ini sangat membantu saya untuk urusan keuangan.","positif"
395,"Sangat membantu buat aktifitas sehari hari","positif"
396,"MantapWah jadi mudah transaksinya","positif"
397,"Aplikasi mantabSangat membantu sekali dalam situasi apapun","positif"
398,"PraktisPraktis dan mudah","positif"
399,"Cukup memuaskan..","positif"
400,"Segalanya mudah","positif"
401,"Bermanfaat	Aplikasi yang sang at bermanfaat, membuat urusan bank jauh lebih mudah, simple, mudah Dan sang at bermanfaat...","positif"
402,"Sangat membantu sekali..dimana pun bisa transaksi..","positif"
403,"RecommendedBermanfaat sekali","positif"
404,"Sudah lancar","positif"
405,"sukasuka","positif"
406,"Lancar	Sangat berguna aplikasi ini","positif"
407,"Jadi gampang transaksi g perlu mondar mandir urusan beres","positif"
408,"Sangat membantu saya.","positif"
409,"MantapLuar biasa","positif"
410,"Lancar	Semua jadi lebih mudah","positif"
411,"cepat efektif","positif"
412,"Mudah & sangat membantu dikala sibuk","positif"
413,"sangat membantu saya disaat cuaca tidak mendukung","positif"
414,"MempermudaTransaksi jadi lebi cepat","positif"
415,"Bagus dan memudahkanSangat memudahkan dlm bertransaksi","positif"
416,"Lumayan cukup membantu","positif"
417,"topsemua jadi mudah","positif"
418,"Seneng banget","positif"
419,"LumayanHidup jd lbh mudah: )","positif"
420,"urusan uang digital jadi mudah....","positif"
421,"Saya suka programnyaBagus sekali","positif"
422,"Semakin enak bertransaksi bisa dari hp z","positif"
423,"Mempercepat urusan saya ,tdk menghabiskan banyak waktu untuk mengurus sgl kebutuhan keuangan.praktis banget","positif"
424,"Memudahkan saya bertransaksi saat atm saya bermasalah.","positif"
425,"Praktis jadi gak usa pake ke atm klo mau transfer atw mau cek saldo","positif"
426,"PraktisTidak perlu keluar rumah untuk bertransaksi perbankan","positif"
427,"Nyaman plusUntuk transaksi non tunai sangat menyenangkan dan mengurangi kesibukan bertransaksi. Terimakasi aplikasinya.","positif"
428,"Hanya dgn JariSegala urusan perbankan jdi lebih mudah dan pastinya aman","positif"
429,"Jadi lebih hemat waktu dan tenaga... Apalagi saya ibu rumah tangga yg punya anak banyak","positif"
430,"Klo jauh dari atm, cukup dgn menggunakan fitur ini kirim dana, beli pulsa dll.","positif"
431,"Mudah sekaliTransaksi bisa melalui hp tidak repot lagi","positif"
432,"Simpelllllsangat membantu transaksi usaha kami.. simple, cepet, mudah, dan aman.,","positif"
433,"Mudah sekaliTransaksi hanya liwat HP cpt nd praktis","positif"
434,"Berguna sekaliSangat membantu sekali karena jika kita ingin melakukan transfer,kita tidak harus pergi mencari mesin ATM/Bank lagi.","positif"
435,"BagusMemudahkan segala cara","positif"
436,"The best deh..Jadi lancar nih acara kalo gak pake eror...thanks","positif"
437,"BagusBisa transfer k mana aja tanpa keluar rumah.","positif"
438,"ippp gampang tk tranfnx","positif"
439,"Bagus bgt....memudahkan sy untuk melakukan berbagai mcm transaksi...SAYA SUKA SEKA","positif"
440,"Ok memperlancar transaksi saya dengan Rekan Bisnis","positif"
441,"GoodAplikasi sangat membantu","positif"
442,"Sangat bagus dan cepat","positif"
443,"SipJd lbh mudah tf.. aplgi aku olshop","positif"
444,"Ok banget.Lebih simple.","positif"
445,"SukaSangat membantu","positif"
446,"Sangat BagusPembayaran kemanapun cukup lewat HP saja...","positif"
447,"Canggih :)","positif"
448,"TopBagus","positif"
449,"SipDeh Pokoknya","positif"
450,"transaksi jd Praktis, mudah, ga ribet :)","positif"
451,"Good job, mudah digunakan.. untuk perbaikan agar bisa minimal sama seperti mesin ATM agar lebih mudah..","positif"
452,"Perbaikan yang bagus	Bagus","positif"
453,"Semenjak saya menginstal aplikasi ini, istri saya  jadi lebih mudah memantau pemasukan dan pengeluaran rekening saya, sehingga saya jadi tidak bisa menyisakan uang untuk keperluan selingkuh, :D","positif"
454,"Lumayan	Cukup membantu","positif"
455,"Mantapp	Saya bisa transfer,cek saldo,dll","positif"
456,"Mempercepat Transaksi	Dulu make sms banking cmn bwt transfer,skrg pake aplikasi ini seolah punya mesin ATM pribadi. Mudah banget makenya.","positif"
457,"Mantap	Berfungsi dg baik","positif"
458,"Mantap	Semoga membantu","positif"
459,"Sip	Semoga lancar","positif"
460,"Top	Mantap","positif"
461,"Aplikasi Bagus	Sangat Membantu","positif"
462,"Bagus deh	Sangat membatu Kalo lg butuh instant","positif"
463,"Mantap	Oke semakin memudahkan transaksi dan menyingkat waktu (y) ditunggu terus update.annya","positif"
464,"Mantap	Bisa beli pulsa listrik, telepon gsm n cdma, tarnsfer doank mah kecilll... sangat membantu, jadi gak bingung lagi nyari atm.. trims bank mandiri","positif"
465,"Mantab	Usefull","positif"
466,"Good job! Tingkatkan teruus yaaa..","positif"
467,"Ok bgt app ini, jd ga perlu bolak balik atm. TOP d pokokny :D","positif"
468,"Good,Aplikasi supeer bingit, bisa pake KeyBCA juga pke hp","positif"
469,"BCA mobile,sangat membantu saya tentang bank bca","positif"
470,"mantap,simpel. dikembangkan aplikasi truss","positif"
471,"Keren,Sangat membantu transaksi saya..","positif"
472,"Yogga,Aplikasi ini sangat membantu saya untuk transfer maupun transaksi lain..oke broo.","positif"
473,"lumayan,cek saldo doank jadi gak harus kemesin ATM","positif"
474,"Bca mobile,Canggih bingit bro","positif"
475,"Mantap,Hidup jd lbh mdh","positif"
476,"Bagus skali, sangat membantu","positif"
477,"Penting sekali m-BCa","positif"
478,"Bca,Aplikasi ini ngbantu bgt ...","positif"
479,"Sangat membantu,Tq bca...","positif"
480,"Support di android kitkat n lolypop Membantu banget support buat semua android dan iphone","positif"
481,"Sangat cepat proses nya","positif"
482,"BCA Mobile,sangat membantu","positif"
483,"Klik aja,Jd gampang","positif"
484,"Mantap,Terima kasih bca","positif"
485,"Lebih dimudahkan dalam bertransaksi","positif"
486,"BCA,Sangat memudahkan transaksi","positif"
487,"Praktis n ga ribet","positif"
488,"Bca,Mantap sngt menbantu","positif"
489,"Oke praktis bermanfaat efektif","positif"
490,"Bca mobile,Episien dan praktis","positif"
491,"Mempermudah cek saldo & transfer","positif"
492,"8,Siip dan joz","positif"
493,"Wow,Hebat thx","positif"
494,"Sangat berguna sekali","positif"
495,"Okee,Mempermudah banget","positif"
496,"sip okey","positif"
497,"Good Sangat membantu","positif"
498,"BcaOke banget","positif"
499,"BcaSangat membantu","positif"
500,"PuasSangat membantu","positif"
501,"cdma pake cdma ga bisa ya, poor","negatif"
502,"Error Saya Sudan daftar m-banking di ATM, tp pas buka m-bca untuk proses setelah masukin 16digit selalu gagal. Itu kenapa","negatif"
503,"Stuck di verifikasi Update di lollipop tak bisa pakai ini App, stuck di verifikasi awal.","negatif"
504,"Soft kuno...very old...2013 Uda 3x ke cabang bca, 1x ganti sim card tetep transaksi financial gak berhasil. Cuma bisa cek saldo doang.....","negatif"
505,"Ga bisa dipakai	Udah berkali2 send sms buat registrasi tetep aja ga bs.... Please fix","negatif"
506,"Trouble	Selalu gagal ketika ingin mendaftarkan 16 no kartu atm.. dan muncul transaksi gagal dll.. baik menggunakan sinyal sim sendiri maupun wifi yg saya gunakan di rumah .. hasilanya sama saja tidak bisaaa..mohon di perbaiki.. tidak sedikit org yg ingin mnggunakan m bca mobile ini...","negatif"
507,"Kok tidak bisa lagi isi pulsa?	Padahal sebelumnya bisa isi pulsa..tapi kenapa sekarang tidak bisa?","negatif"
508,"Lemot Lemot dan buang2 pulsa sms juga data juga.","negatif"
509,"Tidak bisa transfer","negatif"
510,"Now it simply useless Bermasalah mulai seminggu terakhir ini. Awalnya gak bisa login dengan keterangan cannot found credential, padahal haqul yakin udah bener passwordnya. Uninstall, dan reinstall malah terus terusan minta masukin nomor kartu terus. Dikirim berkali kali (pake pulsa tentunya) but nothing happened! Apakah karena saya ganti simcard (dengan nomor sama) yang 4G ready??","negatif"
511,"Masih error 107	Sudah banyak yg complaint. Tapi error 107 ini nggak diperbaiki juga. Sudah lapor juga ke CS dikantor cabang BCA, tapi malah cs nya juga sama sama nemuin masalah yg sama. Gimana bca ? Ada yg baca nggak nih ?","negatif"
512,"Aplikasiny lg maintenance atau kenapa ya?koq saya gk bisa ya bwt cek saldo,setelah login lampu indikator warna hijau malah error ""unable to authenticate your identity"", itu kenapa ya?","negatif"
513,"Payah BCA kan bank besar di indonesia, yg harusnya bs hire app development yg profesional yg bisa fix semua masalah aplikasi. Masa dr tahun ke tahun tiap buka halaman ini banyak keluhan yg sama, dari 100% cuma 0.001% yg komen bagus.","negatif"
514,"Gagal trus","negatif"
515,"Eror 107 mulu brohh memalukan Bca katanya bank bagus tapi sistem aplikasinya aja kebanyakan eror, gabisa log in payah lo ah haha padahal Internet gue ngacir pulsa banyak hp high end ckck","negatif"
516,"Eror Semenjak sy ganti hp ke asus m-bca ga bs sy pakai..tiap kali input no kartu ending nya gagal terus..eror 107..knp yaa? Kpn mbca bs broperasi di perangkat asus...","negatif"
517,"Gagal Maning Son! Gagal teruuus.. ketika memasukkan no atm trus submit, ga da respon. Tolong diperbaiki! Terutama utk yg dual sim.","negatif"
518,"Payah	Msh ga bs aktivitasi... !","negatif"
519,"Tidak bisa login Tidak bisa mendaftar, selalu stuck di layar input nomor kartu atm","negatif"
520,"Bca mobile Error now..... so sad gk bisa transaksi apa2....","negatif"
521,"ERROR Error trus nih,tolong diperbaiki dong secepatnya,terima kasih","negatif"
522,"Tidak mendukung versi baru Sepertinya developer aplikasi ini selalu terlambat dengan berkembangnya versi android. Selalu error bila ada versi android terbaru dan tidak mendukung. Saya kecewa tapi ya sudahlah, masih ada aplikasi bank lain yang selalu up to date. Sementara uninstall dulu aplikasi ini.","negatif"
523,"Ga bisa dipakai	Setiap abis masukin 16 nmr kartu atm, knpa ga bisa ya? Gimana mau aktifinnya coba?? Help me!!!!","negatif"
524,"Gagal terus Sebelumnya di nexus 5 lancar banget tp skrg baru instal di note 3 pas masukin no atm ga bisa2 terus..haduh kenapa nih","negatif"
525,"Aplikasi sampah  brengsek Mo aktivis ga bisa mulu mana nyedot pulsa lagi! Brengsek emang","negatif"
526,"Payah Makin kesini bukannya ada peningkatan, tp malah makin hancur. Ud masukin nomor atm berkali2, tp ttp aj stuck trs ga bs lanjut.","negatif"
527,"Susah Log in Hp saya kemarin di-factory reset, lalu saya re-install aplikasi ini, tapi setiap input 16 nomor ATM selalu gagal. Ada solusi?","negatif"
528,"Kok error 107 terus ya? Udh capek saya ampir 1 bulan bolak balik masukin nomer kartu tetep aja gk bisa mohon pembenaran nya dong untuk apk ini udh gregetan saya ngudek2 ni apk","negatif"
529,"Buruk ora iso di nggo transfer","negatif"
530,"Iya nih. Error. Udah masukkin nomor kartu atm berkali-kali tapi tetap gak bisa login. Cih!","negatif"
531,"Tidak bisa login Setelah input no.atm tdk bisa lanjut! Register berulang x habisin pulsa. Be aware !!!! Android 4.4.4 Oneplus One","negatif"
532,"Error!!	Gak bisa lanjut setelah masukin nomor kartu ATM...kecewa dah...ayo developer programnya tolong di fix ini...","negatif"
533,"Tidak bisa login Saya sudah memakai aplikasi ini dari lama tapi saat saya pindah hp yang ke 2x, saya tidak bisa login padahal status MBCA saya aktif. Mohon perbaiki dan menyesuaikan dengan android 4.4. Terima kasih.","negatif"
534,"stuck	kq app ny buat aktivasi aj ga bisa?..","negatif"
535,"Erorrrr	Dulu baik2 aj. Tapi skrng malah jd ga bs login. Disarankan sama cust care ny uninstall dl. Pas udh uninstall, mw mskin no kartu sampe berkali2 ga bs. Diblgny prrofider eror. Udh sampai ganti provider kartu lain di daftar ulang ttp ga bs. Jd yg eror aplikasiny donk?","negatif"
536,"BAD Ngga bisa login payah","negatif"
537,"Error Error 107!!! Ga berguna sekali aplikasi ini!!!","negatif"
538,"Sering error Tidak bisa install.. setelah memasukan no kartu gagal terus","negatif"
539,"PARAH!!	Sudah coba sampai puluhan x tetap tidak bisa, sampai CS BCA bahkan kepala bagian dan IT support tidak bisa instalasi aplikasi ini. Saran saya gunakan klik BCA saja.","negatif"
540,"M-bca M banking tidak bisa diakses..","negatif"
541,"so disappointing sudah berapa kali di masukan nomor ATM nya suruh masukan trs sampe pulsa hbs ketarik tetap gak bisa","negatif"
542,"Error login Masa bodolaaaaah sama appnya ga fungsi","negatif"
543,"PLN TOKEN PEMBELIAN VOUCHER PLN TOKEN MASIH BELUM BISA DARI APP INI!","negatif"
544,"ERROR !	Baru installed nih app, masukin nomor atm aja ga bisa masuk"" tapi pulsa udah kepotong banyak banget","negatif"
545,"PARAAHHH!!! Error!Gak guna nich app!bank besar yg kecil..mending download app mobile bris..dijamin lancar..ini siih bikin nafsuu..applikasi edyan!","negatif"
546,"parsing error selalu gabisa buat log in pdhl sinyal udh bagus dan internet lancar. tp di aplikasinya sinyal warna merah :/ BCA kan perusahaan gede. mbok ya masalah penting kayak gini segera dibetulkan ̡�����? g pengertian blas","negatif"
547,"App. Sampah...!! ̡�����?̡�����?̡�����?̡�����?̡�����?	Error trs! Pulsa udh ke potong pd saat ikutin langkah2 utk masukin nmr kartu atm.. Msh lbh bagus App Mandiri Mobile Banking....","negatif"
548,"Tdk membantu Gk fungsi... (uninstall). Lebih baik pake browser aja.","negatif"
549,"Error terus ga bisa masuk	Ga bisa masuk udah berkali2 masukin no atm","negatif"
550,"Buruk 106 please insert simcard....sableng","negatif"
551,"Minor error (Sony Xperia C3) Sejak update ke versi terbaru, jadi ga bisa cek mutasi, selalu ke force close. Tolong diperbaiki, thanks.","negatif"
552,"Force close Sangat tidak nyaman Sering force close di android 4.4.2.. Tolong di update","negatif"
553,"??? Sudah beberapa bulan tidak ada masalah, tapi beberapa hari ini selalu tidak bisa login, padahal sinyal normal. Aplikasi nya tdk user friendly seperti mobile banking bank lain, terlalu ribet","negatif"
554,"Cacad selalu minta regis di atm, dah di regis di atm masih minta lagi bikin aplikasi yg bener dikit np gaji IT bca bukanya kecil jgn makan gaji buta doank kerja yg bener","negatif"
555,"Gabisa dibuka Saya bru buka rekening. Pas di teller ud dicoba appnya bisa. Pas sampe rmh kok gabisa ya? Tulisannya ""can't launch the app"". Please fix.","negatif"
556,"Error melulu Dikit2 error minta install ulang, payah banget","negatif"
557,"Tlg di perbaiki bug menu mutasi rekening selalu eror	Menu mutasi rekening tidak bisa di gunakan selalu error please fix this bug..untuk menu yg lainnya so far so good","negatif"
558,"Errooorrrrrr gilaaaaaa...tolong jangan pilih MBCA.. aplikasi ini error setiap waktu..memperlambat transaksi dan buang2 waktu saja. Terimakasih atas kekecewaan yg saya alami !!!!!!!!!!!!!!!!","negatif"
559,"Conetion eror Slalu conection internet eror saat pendaftaran. Mau gmna masuk. Setelah update versi ini malah jadi eror. Sebelum nya baik2 saja. Tolong segera diperbaiki. Sangat mengganggu aktifitas perbankan saya.","negatif"
560,"Erorrr	Erorrr trusss bca guer udah bulak balik 3x balikan ke bank ,telerr nya bilang gangguan trusss , kapann gak gangguan atuh boss , di cobain sendiri malah eror 107 , padahal pas saya blom ganti hp lancar lancar ajaa pass ganti hp daftar dgn no yang sama yang sudah terregistrasi malahhh jadii erorr ,, ini gmna ini kebijakan nya bank bca , kapan bisa gak eror lagi .. menyedihkan sekali !!!","negatif"
561,"Ko g bsa sich app kmren2 bsa nich g bsa npa y tlg dnk bank BCA kn bank bsar ......?????","negatif"
562,"Parah Parah banget udah download uninstall download uninstall gabisa bisa juga. Cacat","negatif"
563,"Payah Perusahaan sebesar BCA aplikasinya kok payah begini?..","negatif"
564,"Useless	Untuk masuk ke m-BCA harus ketik nomor kartu dan kirim sms ke suatu nomor, dan tanpa penjelasan itu nomor apa dan nomor kartu akan dipakai untuk apa? Ini program secure atau ga sih? Setelah nomor kartu dikirim via sms (ga tau buat apa), ternyata masuk pun ga bisa. Sampah. Bank sejuta umat cuma bisanya begini aja ternyata. Gw kecewa. Produk ampas dikasih ke orang.","negatif"
565,"Eror terus...!!! Payah aplikasinya","negatif"
566,"Yg ga pernah eror berarti blm pernah ganti hp hahaha	Setiap ganti hape pasti begini dari android ke iphone smpe ke android lg psti pas login daftar masukin atm eror mulu lampu merah pulsa kepotong smpe 20rb sking ga bs di coba terus,pdhl dlu pas ganti bb ke andro msh so far so good kenapa skrg busuk banget smpe ke bca nya,tlp ke call centre,malah ke bank dibilang kartu saya kartu as ga bs hellow saya pake mbca dr pake bb smpe ganti ipon smpe android udh kurang lebih 3taun,tp skrg asal uninstal trs instal lg ya gtu suseh masuk nya kepotonh pulsa doang","negatif"
567,"Tidak bisa dipakai di 4.4.4 Mohon segera di update untuk Android 4.4.4","negatif"
568,"Program kok error Gimana toh tim it nya bca.gak becus","negatif"
569,"Eror trus Bank sebesar bca. M banking nya tidak bisa di akses ..KECEWA","negatif"
570,"Tidak bisa dipakai Verificationnya lama sekali","negatif"
571,"Gagal terus aktivasi","negatif"
572,"Error Ga bisa nambah daftar transfer antar bank,,parah","negatif"
573,"Tidak bs cek mutasi saldo Tiap kali cek mutasi.. knp langsung error ya?","negatif"
574,"Kacau Balau Perusahaan sebesar BCA ko tdk becus buat app sederhana spt ini. Menang nama besar doank.  Aq pakai app serupa pd Bank Permata,  keren tuch. Enggak nyiksa spt BCA.  Menyedihkan...!!!","negatif"
575,"107 terus Ini kok gak bisa mulu, katanya support.","negatif"
576,"Error Awalnya bagus banget tapi setelah sy Update 2 bulan lalu,malah ERROR.Verification in Progress to Complete selalu gagal sampe dgn hari ini.Sy tidak bs melakukan transfer,beli pulsa,byr tagihan dll.Sementara ini sy berada di Australia skrg dan sudah hampir 9 bulan tuk melakukan study.So what I suppose to do right now and then.I need to access my Mobile Banking....Please.","negatif"
577,"Koneksi internet terputus Sudah setahun lebih pun tetap tidak ada perubahan, masih tidak bisa digunakan. KACAU","negatif"
578,"Tidak bisa login Sama seperti yg lain. Tidak bisa login. Semoga cepat di update","negatif"
579,"splash screennya kelamaan, tampilannya juga jelek, gak masa kini banget","negatif"
580,"kl buat mutasi suka ga bisa. blgnya ga ada transaksi mulu. pdhl ada....","negatif"
581,"app error ngeselin ini app","negatif"
582,"jadi ribet jadi ribet gini, bca mobile yg sekarang,","negatif"
583,"Susah untuk aktivasinya","negatif"
584,"Gak pernah bisa log in	Gimana ceritanya sih ini, selalu aja error 107 dr dulu sampe sekarang (n)","negatif"
585,"Ga bisa dipakai setelah upgrade jellybean Setelah upgrade ke jelly bean 4.2.2 jadi sama sekali ga bisa dipakai. Setelah install ulang & masukin nomor kartu atm, cuma loading & warna koneksinya merah terus, lalu dibilang koneksi error. Dibawa ke customer service bca, dia ga tau harus ngapain. Katanya account saya ga bermasalah & barangkali sinyalnya jelek. Sampai 2 bulan  berikutnya masih ga bisa login juga padahal koneksi bagus atau pakai wifi sekalipun. Adminnya bisa bantu kah?","negatif"
586,"Error 107 Setiap input 16 digit. Ga bs di proses. Slalu error 107. Transaksi tidak dapat dilaksanakan. Silakan ulangi bberapa saat lagi. Terus begitu berkali kali. Mohon di perbaiki","negatif"
587,"Ok Susah login nyaa","negatif"
588,"Eror Bener bener jelek banget aplikasinya. Pertama instal bisa gak ada kata eror. Terus ke uninstal aplikasinya, setelah di download terus di masukan ulang malah erotis 107! Buruk sekali ini aplikasinya","negatif"
589,"Bad Tidak memudahkan di proses aktifasi nya,konfirmasi harusnya cukup bedasarkan no yg di daftarkan tidak perlu aktifasi fitur lewat cs juga","negatif"
590,"Payah.... Nyoba brkali2 ampe bulukan ga bs2 jg,pdhl yg nyoba org cs bcanya lsg...dcoba lg drmh jg sm ajah error mulu....perbaiki dong nie aplikasi!!!!","negatif"
591,"Gagal parsing Gagal parsing neh sampai pulsa habis ... fix donk...","negatif"
592,"Errrooorrrr tidak berguna aplikasinya","negatif"
593,"M banking ga berfungsi","negatif"
594,"Mutasi Tolong diperbaiki app nya,tiap kali saya buka mutasi selalu error dan balik ke home screen. Saya sdh coba install ulang tetapi masih tidak bisa.thanks","negatif"
595,"Error 107 Ga bisa masuk masuk!","negatif"
596,"ga jelas error terus payah hwhw","negatif"
597,"Error Abis update malah jd gk bisa login -_-","negatif"
598,"Ga work di xperia z2 4.4.4 , update donk developernya gimana ini , buat bisnis jadi susah","negatif"
599,"Sering Errror Aplikasi cukup membantu dalam bertransaksi,,tetapi sering sekali error 101 unable to authenticate your identity,,harus di uninstall kemudian diinstal lagi baru bisa dipakai lagi,,dan ini sangat merepotkan,,mohon tanggapan dari pihak BCA untuk membenahi error ini,,Thx","negatif"
600,"ga jalan...	ga bisa jalan di android dengan OS MIUI... mohon segera diperbaiki...","negatif"
601,"Error Kenapa saya install ga make simcard ga bisa masuk?  Error 106","negatif"
602,"Aplikasi gembel! Ini aplikasi banking paling gak guna banget! Gak pernah di update, masuk klik bca taunya dari ke web juga. SAMPAH!","negatif"
603,"Payah Hanya shortcut ke browser. itu mah ga perlu aplikasi. cuma penuhin memory hp aja. dan parahnya lagi ga bisa move to sd. aplilkasi shortcut yg butuh 7 mb. SUNGGUH MENGECEWAKAN.","negatif"
604,"Bikin malu Sekian byk komplain dr nasabah, nda ada balasan dr BCA. Bank besar dgn biaya admin bulanan mahal yg pelayanan ITnya buruk.","negatif"
605,"Error terus Tiap mau aktifasi m-bca nya error  107 terus...gak bisa parsing dll gt error nya ...hemm :((","negatif"
606,"tolong dibantu utk andro versi 4.1.2	sy udh cb pasang aplikasi udh bbrp kali slalu gagal. apa ada utk versi tsb. ty","negatif"
607,"eror hmmm saya sering eror smnjak ganti versi m bca nya... tolong secepatnya dperbaiki .. krna ini mengganggu ketika saya urgent","negatif"
608,"nunggu update oowww kayanya belum support 4.4 force close :)) // ini apaan sih "" layanan masih aktif "" trus close :p gak jelas nih . mending di hapus sekalian daripada ilfil :p","negatif"
609,"Payah Uninstall...done","negatif"
